contributor	enterer	created	modified	location no	location name	ecozone	country	state	county	island	latitude	longitude	altitude value	geography comments	habitat	altered habitat	disturbance	MAT	CMT	WMT	MART	MAP	habitat comments	years	days	seasons	sampling comments	genus	species	subspecies	scats	vertebrate	mammal	bird	reptile	amphibian	fish	invertebrate	arthropod	arachnid	crustacean	insect	annelid	mollusc	plant	flower	fruit	seed	leaf	grass	tuber	fungus	lichen	reference
John Alroy	John Alroy	2021-12-26 16:41:18	2021-12-26 16:41:18	91	Ein Gedi Nature Reserve	Palearctic	Israel			continent	31.466677	35.383343		altitude 100 to 350 below sea level	desert/xeric shrubland							81.0		1986 - 1988			radiotelemetry study   home ranges are 80  MCPs; grid areas are also given   scat data are given by Geffen et al. (1992, Journal of Mammalogy), who give the years of the study   "seeds or fruits" are entered as seeds	Vulpes	cana		241	25						26		47		419			107			89						E. Geffen, R. Hefner, D. W. Macdonald, and M. Ucko. 1992. Diet and foraging behavior of Blanford's foxes, Vulpes cana, in Israel. Journal of Mammalogy 73:395-402.
John Alroy	John Alroy	2021-12-26 16:41:18	2021-12-26 16:41:18	92	Eilat Mountains Nature Reserve	Palearctic	Israel			continent	29.583344	34.883343	650	"along the Netafim Creek"   elevation 500 to 800 m	desert/xeric shrubland							25.0		1986 - 1988			scat data are given by Geffen et al. (1992, Journal of Mammalogy), who give the years of the study   "seeds or fruits" are entered as seeds	Vulpes	cana			15						7		11		207			20			59						E. Geffen, R. Hefner, D. W. Macdonald, and M. Ucko. 1992. Diet and foraging behavior of Blanford's foxes, Vulpes cana, in Israel. Journal of Mammalogy 73:395-402.
John Alroy	John Alroy	2016-02-25 20:35:36	2016-02-25 20:39:49	410	Danum Valley and Ulu Segama	Indomalaya	Malaysia	Sabah		large oceanic island	4.966677	117.800011		"in logged and unlogged forest in the Danum Valley Conservation Area and Ulu Segama Forest Reserve"   Danum Valley Field Centre (basis of coordinate) is at the border of the two: http:  www.forest.sabah.gov.my usm Pages HCV HCV4.html	tropical/subtropical moist broadleaf forest		selective logging						no details given	1995 - 1997			"Scats were collected along roads and trails from December, 1995 through May, 1997"   17 scats were from unlogged and 41 from logged forest	Viverra	tangalunga		58		3	1	2			19		28	33	66					31		12					C. P. Colon and J. B. Sugau. 2012. Notes on the diet of the Malay civet (Viverra tangalunga) and other civets in logged and unlogged lowland dipterocarp rain forests in Sabah, Borneo. Malayan Nature Journal 64:69-74.
John Alroy	John Alroy	2021-12-27 10:04:52	2021-12-27 10:04:52	411	Cleveland National Forest	Nearctic	United States	California	Orange	continent	33.299999	-116.800003	1460	coordinate based on Cleveland National Forest	Mediterranean woodland								"chaparral"			winter,spring,autumn	"Summer data were not available"	Urocyon	cinereoargenteus		106		24	1	1					1		27					100							J. A. Wilson and B. Thomas. 1999. Diet and seed dispersal efficiency of the gray fox (Urocyon cinereoargenteus) in chaparral. Bulletin of the Southern California Academy of Sciences 98:119-126.
John Alroy	John Alroy	2021-12-27 10:18:46	2021-12-27 10:18:46	412	Boone County	Nearctic	United States	Iowa	Boone	continent	42.033344	-93.933342		"Boone County, plus the adjoining southern fringe of Hamilton County"   coordinate based on Boone County	temperate savanna	pasture							"numerous pastures and hayfields... essentially prairie originally"	1940		spring,summer,autumn	scats were collected from 15 March through 15 December 1940	Taxidea	taxus		188		261	17	2							57			18									E. Snead and G. O. Hendrickson. 1942. Food habits of the badger in Iowa. Journal of Mammalogy 23:380-391.
John Alroy	John Alroy	2021-12-27 10:18:46	2021-12-27 10:18:46	413	Lyon County	Nearctic	United States	Iowa	Lyon	continent	43.383343	-96.216675		coordinate based on Lyon County	temperate savanna	pasture							"numerous pastures and hayfields... essentially prairie originally"	1939		summer	scats were collected from 1 June through 1 September 1939	Taxidea	taxus		51		70	3								30			7									E. Snead and G. O. Hendrickson. 1942. Food habits of the badger in Iowa. Journal of Mammalogy 23:380-391.
John Alroy	John Alroy	2021-12-27 13:02:42	2021-12-27 13:02:42	414	Barão de Melgaço	Neotropic	Brazil	Mato Grosso		continent	-16.283342	-56.950008		"a private reserve" with strict protection	tropical/subtropical wetland				23.500	27.500		1150.0	"seasonally flooded" with "forest and former pasturelands"   MAP 1100 to 1200 mm   WMT is for January (27 to 28  C) and CMT is for July (23 to 24  C)	2001 - 2003			the study was between "April 2001 and November 2003"   plants are "Plant remains, grass"	Speothos	venaticus		17		19	1								2								15				E. S. Lima, R. S. P. Jorge, and J. C. Dalponte. 2009. Habitat use and diet of bush dogs, Speothos venaticus, in the Northern Pantanal, Mato Grosso, Brazil. Mammalia 73:13-19.
John Alroy	John Alroy	2021-12-27 16:23:58	2021-12-27 16:23:58	415	Upper Yukon River Basin	Nearctic	Canada	Yukon		continent	60.750011	-133.250015		"in the south-central Yukon Territory"	boreal forest/taiga								none given, but this is in a region of boreal forest	1979 - 1981		winter,spring,summer,autumn	sampling was "between May and September 1979, 1980, and 1981" but "winter scats" were collected in May each year and from November 1980 through March 1981	Martes	americana		597		622	65								26					100							B. G. Slough, W. R. Archibald, S. S. Beare, and R. H. Jessup. 1989. Food habits of martens, Martes americana, in the south-central Yukon Territory. Canadian Field-Naturalist 103:18-22.
John Alroy	John Alroy	2021-12-27 16:49:47	2021-12-27 16:49:47	416	Ioway Creek	Nearctic	United States	Iowa	Story	continent	42.009998	-93.599998		"in the vicinity of Ames" and mostly "just north of Ames in a distance of about five miles along Squaw Creek" except for four scats "on Skunk River 8 miles northeast of Ames"   Squaw Creek is now known as Ioway Creek (basis of coordinate)	temperate broadleaf/mixed forest								"The stream margins are moderately wooded whereas the surrounding country is largely under cultivation with some pasture"	1937		autumn	scats were "collected between September 14 and November 14"   corn comprises 54 of the fruit items   four scats included vertebrates, of which one included muskrat and one bluebird feathers, but the other two are not discussed in detail	Procyon	lotor			2	1	1							47	32					99							L. W. Giles. 1939. Fall food habits of the raccoon in central Iowa. Journal of Mammalogy 20:68-70.
John Alroy	John Alroy	2021-12-27 17:19:30	2021-12-27 17:19:30	417	Sundarbans East Wildlife Sanctuary (Panthera tigris)	Indomalaya	Bangladesh			continent	21.916677	89.833344	2	21  47' to 22  3' N, 89  44' to 89  56' E	mangrove				23.000	35.000			CMT is for December and January, WMT is for May and June	2001 - 2003			   scat data were collected from September 2001 to February 2003	Panthera	tigris		145		135	4							1													M. M. H. Khan. 2008. Prey selection by tigers Panthera tigris (Linnaeus 1758) in the Sundarbans East Wildlife Sanctuary of Bangladesh. Journal of the Bombay Natural History Society 105:255-263.
John Alroy	John Alroy	2021-12-27 17:23:52	2021-12-27 17:27:26	71	Sariska Tiger Reserve	Indomalaya	India	Rajasthan		continent	27.416677	76.416679	659	"in the Aravalli Hill Range"   elevation 540 to 777 m	tropical/subtropical dry broadleaf forest		agriculture					650.0	"Northern Tropical Dry Deciduous Forest and Northern Tropical Thorn Forest" with agriculture fallow land (23.9 ), scrubland (24.86 ), and Anogeissus dominant forest (21.5 ) making up most of the habitat   MAP is 600 to 700 mm according to Avinandan et al. 2008	2013			radiotelemetry study   home ranges are 100  MCPs; 95 and 50  fixed kernel density estimates are also given   Cervus unicolor is called "Rusa unicolor"   tiger scat data are reported by Avinandan et al. (2008)	Panthera	tigris		77		87																					D. Avinandan, K. Sankar, and Q. Qureshi. 2008. Prey selection by tigers (Panthera tigris tigris) in Sariska Tiger Reserve, Rajasthan, India. Journal of the Bombay Natural History Society 105:247-254.
John Alroy	John Alroy	2021-12-27 21:35:06	2021-12-27 21:35:06	418	Ernesto Tornquist Provincial Park (Conepatus)	Neotropic	Argentina	Buenos Aires		continent	-38.000011	-62.000011			temperate savanna		grazing					650.0	MAP "500-800 mm"   mostly "native grassland" but "deeply affected by... feral horses"	2003 - 2005			scats were "opportunistically collected from November 2003 to February 2005"	Conepatus	chinga		140		27						12	72		309		18										D. F. Castillo, E. M. Luengos Vidal, E. B. Casanave, and M. Lucherini. 2014. Feeding habits of Molina's hog-nosed skunk in the grassland of Argentina. Mammalia 78:473-479.
John Alroy	John Alroy	2021-12-27 22:06:21	2021-12-27 22:20:29	419	Langtang National Park	Palearctic	Nepal			continent	28.166677	85.625008	3300	elevation 3000 to 3600 m   coordinate based on Dhorpatan Hunting Reserve	temperate broadleaf/mixed forest								"lower subalpine zone"	2009 - 2010		winter,spring,summer,autumn	"Fecal pellets were collected in the months of April, July and October 2009 and February 2010, representing all seasons"	Ailurus	fulgens		161																		195					A. Thapa and K. Basnet. 2015. Seasonal diet of wild red panda (Ailurus fulgens) in Langtang National Park, Nepal Himalaya. International Journal of Conservation Scienceq 6:261-270.
John Alroy	John Alroy	2021-12-27 22:35:42	2021-12-27 22:35:42	420	Sagarmatha National Park	Palearctic	Nepal			continent	27.333344	86.750008		"Our main study area lies between the villages of Namche, Phortse and Gokyo Lake (3,440 4,750 m a.s.l.)."	temperate broadleaf/mixed forest								"mixed Betula-Rhododendron-Abies spp. forest (below 4,000 m); Juniperus Rhododendron spp. (4,000 5,000 m)"	2006 - 2010		spring,summer,autumn	"Our study was conducted from May to November 2006 and from September 2007 to October 2010"   there was apparently only one species per scat	Panthera	uncia		76		76																					F. Ferretti, S. Lovari, I. Minder, and B. Pellizzi. 2014. Recovery of the snow leopard in Sagarmatha (Mt. Everest) National Park: effects on main prey. European Journal of Wildlife Research 60:559-562.
John Alroy	John Alroy	2021-12-28 00:12:20	2021-12-28 00:12:20	421	Kalahari Gemsbok National Park	Afrotropic	South Africa	Northern Cape		continent	-25.420000	20.600000		"in an area of approximately 250 km2 around Nossob Camp"   coordinate based on Nossob Rest Camp	desert/xeric shrubland									1982			observations were made "during October and November 1982" by "following tracks... or by combining direct observations and tracking" in a vehicle   path lengths are rough estimates and sample sizes are number of tracking events   daily movements are "straight-line" distances between dens   male home range is a minimum because it is based on "10 days only"   scat counts are based on Fig. 1a   arachnid count is for "scorpions" and arthropod count is for "insects and spiders"	Mellivora	capensis		38		29	6	27				14	23														H. Kruuk and M. G. L. Mills. 1983. Notes on food and foraging of the honey badger Mellivora capensis in the Kalahari Gemsbok National Park. Koedoe 26:153-157.
John Alroy	John Alroy	2021-12-28 09:52:22	2021-12-28 09:52:22	422	Tenacatita	Neotropic	Mexico	Jalisco		continent	19.308344	-104.883347		a 4000 ha coastal plain area in the municipality of La Huerta   19  16' to 19  21' N, 104  15' to 104  55' W	tropical/subtropical dry broadleaf forest		agriculture						low deciduous forest, mangroves, medium subdeciduous forest, grasslands and halophyte vegetation with croplands including coconut, banana, papaya, and corn	1994 - 1995		dry,wet or monsoon	sampling was from March 1994 through December 1995 in both the dry and wet seasons   plant material is narrowly identified and clearly consists mostly of seeds, and it's not clear anything else was identified	Procyon	lotor				7	28	6		16				104	133		8				181						S. Guerrero, M. R. Sandoval, and S. S. Zalapa. 2000. Determinacion de la dieta del mapache (Procyon lotor hernandezii Wagler, 1831) en la costa sur de Jalisco, Mexico. Acta Zoológica Mexicana 80:211-221.
John Alroy	John Alroy	2016-02-27 17:08:05	2016-02-27 17:08:05	116	Chamela-Cuixmala Biosphere Reserve	Neotropic	Mexico	Jalisco		continent	19.475010	-104.991676	200	"on the coast of Jalisco"   elevation 0 to 400 m	tropical/subtropical dry broadleaf forest			25.000				850.0	"tropical dry deciduous forest, with semi-deciduous vegetation along water-courses (or arroyos) and in valleys"   MAP 700 to 1000 mm	1994, 1995			each female belonged to a different band   mean group sizes 5.8 (first three bands) and 6.3 (last four bands); overall mean is therefore 6.0857   population density estimate is based on visual line transect data and the value was calculated using King's estimator; sample size cannot be entered because reported figures combine generic group counts with counts of solitary males   scat data are from Valenzuela (1998) and were collected from November 1994 through March 1997	Nasua	narica						8					4	3	6					101							D. Valenzuela. 1998. Natural history of the white-nosed coati, Nasua narica, in a tropical dry forest of western Mexico. Revista Mexicana de Mastozoología 3:26-44.
John Alroy	John Alroy	2021-12-28 13:17:47	2021-12-28 13:17:47	423	Kito	Afrotropic	Ethiopia			continent	7.666677	36.833344		"at Jimma"   coordinate based on Jimma	tropical/subtropical dry broadleaf forest	plantation							the general area includes "tropical rainforest" with MAP of 1200 to 2800 mm, and there is pronounced rainfall seasonality in Jimma itself according to Wikipedia   "in close proximity to human habitation. The area has eucalpytus and a large sugarcane plantation"	2005, 2006		dry,wet or monsoon	"Data were collected during the wet and dry seasons from August 2005 to February 2006" and scats were collected from "civetries"   plant matter is mostly discussed as fruit, but "seeds" were collected   counts are of "observations", not scats per se	Civettictis	civetta		167		15	25					8			21		9			101							W. Daniel, E. A. Eniang, A. Bekelle, M. Balakrishnan, and E. C. Egwali. 2008. Food types and feeding ecology of African civets (Civettictis civetta) in Jimma, Ethiopia. Revue d'Ecologie (La Terre et la Vie) 63:283-288.
John Alroy	John Alroy	2021-12-28 13:17:47	2021-12-28 13:17:47	424	Beda Buna	Afrotropic	Ethiopia			continent	7.666677	36.833344		"at Jimma"   coordinate based on Jimma	tropical/subtropical dry broadleaf forest	plantation							the general area includes "tropical rainforest" with MAP of 1200 to 2800 mm, and there is pronounced rainfall seasonality in Jimma itself according to Wikipedia   "prominently dominated by coffee plantation"	2005, 2006		dry,wet or monsoon	"Data were collected during the wet and dry seasons from August 2005 to February 2006" and scats were collected from "civetries"   plant matter is mostly discussed as fruit, but "seeds" were collected   counts are of "observations", not scats per se	Civettictis	civetta		173		11	8					9			23		14			108							W. Daniel, E. A. Eniang, A. Bekelle, M. Balakrishnan, and E. C. Egwali. 2008. Food types and feeding ecology of African civets (Civettictis civetta) in Jimma, Ethiopia. Revue d'Ecologie (La Terre et la Vie) 63:283-288.
John Alroy	John Alroy	2021-12-28 13:17:47	2021-12-28 13:17:47	425	Jeran	Afrotropic	Ethiopia			continent	7.666677	36.833344		"at Jimma"   coordinate based on Jimma	tropical/subtropical dry broadleaf forest	pasture							the general area includes "tropical rainforest" with MAP of 1200 to 2800 mm, and there is pronounced rainfall seasonality in Jimma itself according to Wikipedia   "a high altitude site with small cottage villages and farmlands. In this area, most of the latrine sites were inside the farms"	2005, 2006		dry,wet or monsoon	"Data were collected during the wet and dry seasons from August 2005 to February 2006" and scats were collected from "civetries"   plant matter is mostly discussed as fruit, but "seeds" were collected   counts are of "observations", not scats per se	Civettictis	civetta		170		8	9					11			39		10			93							W. Daniel, E. A. Eniang, A. Bekelle, M. Balakrishnan, and E. C. Egwali. 2008. Food types and feeding ecology of African civets (Civettictis civetta) in Jimma, Ethiopia. Revue d'Ecologie (La Terre et la Vie) 63:283-288.
John Alroy	John Alroy	2021-12-28 13:38:47	2021-12-28 13:38:47	426	Edoro Study Area	Afrotropic	Democratic Republic of the Congo			continent	2.000010	28.500010	850	"27 km north-west of Epulu in the R serve de Faune   Okapis"   coordinate based on Okapi Wildlife Reserve   elevation 800 to 900 m	tropical/subtropical moist broadleaf forest								"mixed, moist semi-evergreen forest" and the area has "no permanent settlement" and is "protected from all hunting"	1988, 1989			sampling was from September 1988 through November 1989	Panthera	pardus		222		287	2	2																			J. A. Hart, M. Katembo, and K. Punga. 1996. Diet, prey selection and ecological relations of leopard and golden cat in the Ituri Forest, Zaire. African Journal of Ecology 34:364-379.
John Alroy	John Alroy	2021-12-28 13:38:47	2021-12-28 13:38:47	426	Edoro Study Area	Afrotropic	Democratic Republic of the Congo			continent	2.000010	28.500010	850	"27 km north-west of Epulu in the R serve de Faune   Okapis"   coordinate based on Okapi Wildlife Reserve   elevation 800 to 900 m	tropical/subtropical moist broadleaf forest								"mixed, moist semi-evergreen forest" and the area has "no permanent settlement" and is "protected from all hunting"	1988, 1989			sampling was from September 1988 through November 1989	Caracal	aurata		60		88	11																				J. A. Hart, M. Katembo, and K. Punga. 1996. Diet, prey selection and ecological relations of leopard and golden cat in the Ituri Forest, Zaire. African Journal of Ecology 34:364-379.
John Alroy	John Alroy	2021-12-28 13:51:50	2021-12-28 13:51:50	427	Nam Et–Phou Louey National Protected Area (2007 - 2012)	Indomalaya	Laos			continent	20.416677	103.333344		"in northern Laos"   coordinate estimated from Fig. 1   elevation 400 to 2288 m according to Rasphone et al. (2022)	tropical/subtropical dry broadleaf forest							1600.0	"mixed evergreen-deciduous forest up to 1,500 m, transitioning into evergreen forest at 1,500 - 1,800 m, with interspersion of beech... and rhododendfrons...   1,800 m"   MAP 1400 to 1800 mm	2007, 2008, 2010, 2011, 2012		dry	scats were mostly "collected from February 2010 to March 2012" but 18 "were opportunistically collected from February 2007 to December 2008"   sampling was "during the dry season" and scats were identified based on DNA   data for Neofelis nebulosa and Panthera tigris are given by Rasphone et al. (2022) and are for 2008 - 2012	Catopuma	temminckii		49		65	4																				J. F. Kamler, X. Inthapanya, A. Rasphone, A. Bousa, C. Vongkhamheng, A. Johnson, and D. W. Macdonald. 2020. Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy 101:1267-1278.
John Alroy	John Alroy	2021-12-28 13:51:50	2021-12-28 13:51:50	427	Nam Et–Phou Louey National Protected Area (2007 - 2012)	Indomalaya	Laos			continent	20.416677	103.333344		"in northern Laos"   coordinate estimated from Fig. 1   elevation 400 to 2288 m according to Rasphone et al. (2022)	tropical/subtropical dry broadleaf forest							1600.0	"mixed evergreen-deciduous forest up to 1,500 m, transitioning into evergreen forest at 1,500 - 1,800 m, with interspersion of beech... and rhododendfrons...   1,800 m"   MAP 1400 to 1800 mm	2007, 2008, 2010, 2011, 2012		dry	scats were mostly "collected from February 2010 to March 2012" but 18 "were opportunistically collected from February 2007 to December 2008"   sampling was "during the dry season" and scats were identified based on DNA   data for Neofelis nebulosa and Panthera tigris are given by Rasphone et al. (2022) and are for 2008 - 2012	Prionailurus	bengalensis		57		66	3																				J. F. Kamler, X. Inthapanya, A. Rasphone, A. Bousa, C. Vongkhamheng, A. Johnson, and D. W. Macdonald. 2020. Diet, prey selection, and activity of Asian golden cats and leopard cats in northern Laos. Journal of Mammalogy 101:1267-1278.
John Alroy	John Alroy	2021-12-28 18:21:39	2021-12-28 18:21:39	428	Giant's Castle Game Reserve	Afrotropic	South Africa	KwaZulu-Natal		continent	-29.258343	29.500010			tropical/subtropical savanna								"grassland with limited patches of woodland, scrub, and forest"	1978 - 1980		winter,spring,summer,autumn	scat was collected "throughout the game reserve during all months from January 1978 until February 1980"   seed count pertains to "fruits and seeds"	Canis	mesomelas		477		628	59	13						7	26						7						D. T. Rowe-Rowe. 1983. Black-backed jackal diet in relation to food availability in the Natal Drakensberg. South African Journal of Wildlife Research 13:17-23.
John Alroy	John Alroy	2021-12-28 22:09:05	2021-12-28 22:09:05	429	Utukok and Kokolik Rivers	Nearctic	United States	Alaska		continent	68.750008	-161.500015		"along the upper portions of the Utukok and Kokolik rivers"   68  30' to 69  0 N, 160  30' to 162  30' W	tundra								"treeless, the vegetation characterized by tussock tundra, dry upland meadows, cutbank and floodplain vegetation, and talus and outcrop vegetation"	1979, 1980			scats were collected from trails "from September through March" and from den sites "in March and April"	Gulo	gulo		82		88	9																				A. J. Magoun. 1987. Summer and winter diets of wolverines, Gulo gulo, in Arctic Alaska. Canadian Field-Naturalist 101:392-397.
John Alroy	John Alroy	2021-12-29 21:44:37	2021-12-29 21:44:37	430	Laikipia District (community)	Afrotropic	Kenya			continent	0.100010	37.033344		"in northern Kenya, in Laikipia District... and parts of neighboring Samburu, Isiolo, and Baringo districts"	tropical/subtropical savanna		agriculture,grazing						"mainly semiarid bush land and savanna, used for subsistence pastoralism and commercial ranching, as well as for tourism an dsmall-scale cultivation" with land owned either by "private individuals (commercial ranches), or by local Samburu, Masai, or Pokot communities (community lands)"	2001 - 2005				Lycaon	pictus		3878		4092	18					4															R. Woodroffe, P. A. Lindsey, S. S. Romañach, and S. M. K. Ole Ranah. 2007. African wild dogs (Lycaon pictus) can subsist on small prey: implications for conservation. Journal of Mammalogy 88:181-193.
John Alroy	John Alroy	2021-12-29 21:44:37	2021-12-29 21:44:37	431	Laikipia District (commercial)	Afrotropic	Kenya			continent	0.100010	37.033344		"in northern Kenya, in Laikipia District... and parts of neighboring Samburu, Isiolo, and Baringo districts"	tropical/subtropical savanna		agriculture,grazing						"mainly semiarid bush land and savanna, used for subsistence pastoralism and commercial ranching, as well as for tourism an dsmall-scale cultivation" with land owned either by "private individuals (commercial ranches), or by local Samburu, Masai, or Pokot communities (community lands)"	2001 - 2005				Lycaon	pictus		792		826	2					3															R. Woodroffe, P. A. Lindsey, S. S. Romañach, and S. M. K. Ole Ranah. 2007. African wild dogs (Lycaon pictus) can subsist on small prey: implications for conservation. Journal of Mammalogy 88:181-193.
John Alroy	John Alroy	2021-12-29 22:01:02	2021-12-29 22:01:02	432	Shiretoko Peninsula	Palearctic	Japan			medium-sized oceanic island	44.100010	149.150009		Fig. 1 shows that a large majority of the scats were collected on or immediately adjacent to the peninsula   coordinate based on Shiretoko Peninsula	temperate broadleaf/mixed forest			6.100	-7.100	19.400		1103.0	"mixed forest" including fir, oak, birch, and maples	1998 - 2002		winter,spring,summer,autumn	scats were collected "on the snow... from 1998 to 2002", but data for all seasons are given   plant material is "chiefly fruits"	Martes	zibellina		193		208	11	3	2	1				3	52					35							T. Murakami. 2003. Food habits of the Japanese sable Martes zibellina brachyura in eastern Hokkaido, Japan. Mammal Study 28:129-134.
John Alroy	John Alroy	2021-12-30 11:38:54	2021-12-30 11:38:54	433	Montes do Invernadeiro Natural Park	Palearctic	Spain			continent	42.133343	-7.316677		coordinate based on Parque natural de Invernadero	Mediterranean woodland								"mountainous" and in "the transition zone between the Eurosiberian and Mediterranean biogeographical regions" with "alternation between Mediterranean plant communities and Atlantic relict forests... Scrubland dominates the plant community"	2005 - 2007		winter,spring,summer,autumn	"Scats were collected seasonally from August, 2005 to June, 2007"	Felis	silvestris		200		369	8	25							20												A. Piñeiro and I. Barja. 2011. Trophic strategy of the wildcat Felis silvestris in relation to seasonal variation in the availability and vulnerability to capture of Apodemus mice. Mammalian Biology 76:302-307.
John Alroy	John Alroy	2021-12-30 18:32:58	2021-12-30 18:32:58	434	Antalya Ciglikara Nature Reserve and Sedir Research Forest	Palearctic	Turkey			continent	36.520000	29.850000		coordinate based on Ciglikara Nature Reserve   sampled elevation 1290 to 3000 m	Mediterranean woodland								"mostly covered by evergreen Lebanon cedar trees... Human activities were not allowed in the park area"	2013, 2014			sampling was "between December 2013 and April 2014"	Lynx	lynx		25		30																					D. Mengüllüoglu, H. Ambarli, A. Berger, and H. Hofer. 2018. Foraging ecology of Eurasian lynx populations in southwest Asia: conservation implications for a diet specialist. Ecology and Evolution 8:9451-9463.
John Alroy	John Alroy	2021-12-30 18:32:58	2021-12-30 18:32:58	435	Nallihan Mountains	Palearctic	Turkey			continent	40.183342	31.350010		coordinate based on Nallihan district   sampled elevation 500 to 1550 m	temperate coniferous forest								"in the transition zone between the dry western Black Sea (xero-euxine) and central Anatolian (Iran-Turan) floristic zones... The lower areas (500 1,000 m) were covered by Turkish pine (Pinus brutia). Above this belt, temperate coniferous forest reached up to 1500 m"	2013 - 2015			sampling was "between November 2013 and March 2015"	Lynx	lynx		101		118	3	1																			D. Mengüllüoglu, H. Ambarli, A. Berger, and H. Hofer. 2018. Foraging ecology of Eurasian lynx populations in southwest Asia: conservation implications for a diet specialist. Ecology and Evolution 8:9451-9463.
John Alroy	John Alroy	2021-12-30 18:32:58	2021-12-30 18:32:58	436	Kaçkar Mountains	Palearctic	Turkey	Artvin		continent	40.833344	41.150009		sampled elevation 700 to 2500 m   coordinate based on Ka kar Mountains   this area is a national park	temperate broadleaf/mixed forest								"The vegetation changes from oak woodlands at 700-1,600 m to alpine meadows above 2,200 m" with "mixed dense forest" dominated by fir and spruce "on northern aspects" and Scots pine "on southern aspects"	2010 - 2014			samples "were collected randomly between 2010 and 2014"	Lynx	lynx		69		94	6																				D. Mengüllüoglu, H. Ambarli, A. Berger, and H. Hofer. 2018. Foraging ecology of Eurasian lynx populations in southwest Asia: conservation implications for a diet specialist. Ecology and Evolution 8:9451-9463.
John Alroy	John Alroy	2021-12-30 19:06:06	2021-12-30 19:06:06	405	Kongana	Afrotropic	Central African Republic			continent	2.280000	16.459999		"in the south-western Central African Republic... between the borders of Cameroon and Congo... in the 4,500 km2 Dzanga-Sangha National Reserve and Dzanga-Ndoki National Park established in 1990"   shown in Fig. 1 as about 30 km southeast of Bayanga; coordinate estimated using Google Maps	tropical/subtropical dry broadleaf forest		selective logging					1457.0	"vegetation is semi-deciduous rain forest, and is highly seasonal; rain averaging 1,400 mm year. Parts of the Kongana area were selectively logged (approx. 1 stem ha) in the early 1980s"   MAP is for the two-year study period is reported by Ray (2006)	1992 - 1994		dry,wet or monsoon	the study was "During June 1992 to August 1994"   MCPs were used for Xenogale, but based on a rough calculation for Atilax paludinosus because its range followed a stream and was elongate   an MCP of 71.3 ha for a "juvenile subadult" is not entered here   scat data are reported by Ray (2006) and are definitely based on the same field project over the same basic dates   reptile scat count is of "herpetofauna" and includes some frogs and toads	Xenogale	naso		346		256	23	56		1		315								27							J. C. Ray. 2006. Temporal variation of predation on rodents and shrews by small African forest carnivores. Journal of Zoology 244:363-370.
John Alroy	John Alroy	2021-12-30 19:20:59	2021-12-30 19:21:07	437	Ganab	Afrotropic	Namibia			continent	-23.166677	15.533343		east of Heinrichsberg and east and north of Tumasberg "in the vicinity of Ganab" within the Namib-Naukluft Park	desert/xeric shrubland							110.0	"in the Namib Desert... undulating gravel plains with patches of soft sand"	1978 - 1980			scats were collected "During May-June 1978, July-August 1979 and March 1980"   Vulpes chama data were originally described in an MSc thesis by Bester (1982), which clearly refers to the same study	Vulpes	chama		25		28	2	3					1		6			3									J. D. P. Bothma, J. A. J. Nel, and A. Macdonald. 1984. Food niche separation between four sympatric Namib Desert carnivores. Journal of Zoology 202:327-340.
John Alroy	John Alroy	2021-12-30 19:20:59	2021-12-30 19:21:07	437	Ganab	Afrotropic	Namibia			continent	-23.166677	15.533343		east of Heinrichsberg and east and north of Tumasberg "in the vicinity of Ganab" within the Namib-Naukluft Park	desert/xeric shrubland							110.0	"in the Namib Desert... undulating gravel plains with patches of soft sand"	1978 - 1980			scats were collected "During May-June 1978, July-August 1979 and March 1980"   Vulpes chama data were originally described in an MSc thesis by Bester (1982), which clearly refers to the same study	Otocyon	megalotis		23											23												J. D. P. Bothma, J. A. J. Nel, and A. Macdonald. 1984. Food niche separation between four sympatric Namib Desert carnivores. Journal of Zoology 202:327-340.
John Alroy	John Alroy	2021-12-30 19:20:59	2021-12-30 19:21:07	437	Ganab	Afrotropic	Namibia			continent	-23.166677	15.533343		east of Heinrichsberg and east and north of Tumasberg "in the vicinity of Ganab" within the Namib-Naukluft Park	desert/xeric shrubland							110.0	"in the Namib Desert... undulating gravel plains with patches of soft sand"	1978 - 1980			scats were collected "During May-June 1978, July-August 1979 and March 1980"   Vulpes chama data were originally described in an MSc thesis by Bester (1982), which clearly refers to the same study	Proteles	cristatus		79											79												J. D. P. Bothma, J. A. J. Nel, and A. Macdonald. 1984. Food niche separation between four sympatric Namib Desert carnivores. Journal of Zoology 202:327-340.
John Alroy	John Alroy	2016-02-25 21:33:35	2021-12-31 09:06:50	438	Fudakake	Palearctic	Japan			large oceanic island	35.459999	139.220001	750	"in Kanagawa Prefecture... about 56km southwest of Tokyo, in the western part of the Tanzawa Mountains. The study area covers about 140 ha"   coordiante based on Fudakake Bridge   altitude 500 to 1000 m	temperate broadleaf/mixed forest								"a patchwork of primary and secondary mixed forests and coniferous plantations... Hunting is prohibited by law"	1979, 1980		winter,spring,summer,autumn	"feces were collected from 19 fecal pile sites... once a week from November 1979 to October 1980"	Nyctereutes	procyonoides		450		128	67			59				160	419		18			752			97				H. Sasaki and M. Kawabata. 1994. Food habits of the raccoon dog Nyctereutes procyonoides viverrinus in a mountainous area of Japan. Journal of the Mammalogical Society of Japan 19:1-8.
